11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 26
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 33
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 32
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 54
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 52
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 39
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 12
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 10
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 9
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 17
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 15
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 48
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 18
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 56
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 18
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 14
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 10
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 14
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 14
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 7
13 X 1
5 X 2
10 X 59
11 X 1
5 X 1
10 X 62
10 X 15
13 X 1
5 X 2
10 X 1
12 X 1
5 X 4
10 X 1
5 X 2
10 X 56
10 X 63
10 X 1
